"Name.en","Name.fr","Name.de"
"[CA6N] Private nonfarm compensation: Transportation and warehousing","[CA6N] Private rémunération non agricole: Transport et entreposage","[CA6N] Privat außerhalb der Landwirtschaft Entschädigung: Transport und Lagerung"
"[SA25] Private nonfarm employment: Services","[SA25] de l'emploi non agricole privé: services","[SA25] Privat außerhalb der Landwirtschaft Beschäftigung: Dienstleistungen"
"[SA25N] Private nonfarm employment: Transportation and warehousing","[SA25N] L'emploi non agricole privé: Transport et entreposage","[SA25N] Privat außerhalb der Landwirtschaft Beschäftigung: Transport und Lagerung"
"[SA27] Private nonfarm wage and salary employment: Services","[SA27] salaire non agricole privé et de l'emploi de salaire: services","[SA27] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Dienstleistungen"
"[SA27N] Private nonfarm wage and salary employment: Transportation and warehousing","[SA27N] salaire non agricole privé et le salaire de l'emploi: Transport et entreposage","[SA27N] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Transport und Lagerung"
"[SA5] Private nonfarm earnings: Services","[SA5] privées gains non agricoles: Les services","[SA5] Privat außerhalb der Landwirtschaft Ergebnis: Dienstleistungen"
"[SA5H] Private nonfarm earnings: Services","[SA5H] privées gains non agricoles: Les services","[SA5H] Privat außerhalb der Landwirtschaft Ergebnis: Dienstleistungen"
"[SA5N] Private nonfarm earnings: Transportation and warehousing","[SA5N] privées gains non agricoles: Transport et entreposage","[SA5N] Privat außerhalb der Landwirtschaft Ergebnis: Transport und Lagerung"
"[SA6] Private nonfarm compensation: Services","[SA6] Private rémunération non agricole: services","[SA6] Privat außerhalb der Landwirtschaft Vergütung: Dienstleistungen"
"[SA6N] Private nonfarm compensation: Transportation and warehousing","[SA6N] Private rémunération non agricole: Transport et entreposage","[SA6N] Privat außerhalb der Landwirtschaft Entschädigung: Transport und Lagerung"
"[SA7] Private nonfarm wages and salaries: Services","[SA7] les salaires non agricoles privés et salaires: Les services","[SA7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Dienstleistungen"
"[SA7H] Private nonfarm wages and salaries: Services","[SA7H] les salaires non agricoles privés et salaires: Les services","[SA7H] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Dienstleistungen"
"[SA7N] Private nonfarm wages and salaries: Transportation and warehousing","[SA7N] traitements et salaires non agricoles privés: Transport et entreposage","[SA7N] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Transport und Lagerung"
"[SQ5] Private nonfarm earnings: Services","[SQ5] des revenus non agricoles privés: services","[SQ5] Privat außerhalb der Landwirtschaft Ergebnis: Dienstleistungen"
"[SQ5H] Private nonfarm earnings: Services","[SQ5H] privées gains non agricoles: Les services","[SQ5H] Privat außerhalb der Landwirtschaft Ergebnis: Dienstleistungen"
"[SQ5N] Private nonfarm earnings: Transportation and warehousing","[SQ5N] privées gains non agricoles: Transport et entreposage","[SQ5N] Privat außerhalb der Landwirtschaft Ergebnis: Transport und Lagerung"
"[SQ6] Private nonfarm compensation: Services","[SQ6] Privé de rémunération non agricole: services","[SQ6] Privat außerhalb der Landwirtschaft Vergütung: Dienstleistungen"
"[SQ6N] Private nonfarm compensation: Transportation and warehousing","[SQ6N] Private rémunération non agricole: Transport et entreposage","[SQ6N] Privat außerhalb der Landwirtschaft Entschädigung: Transport und Lagerung"
"[SQ7] Private nonfarm wages and salaries: Services","[SQ7] les salaires non agricoles privés et salaires Services","[SQ7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Dienstleistungen"
"[SQ7H] Private nonfarm wages and salaries: Services","[SQ7H] les salaires non agricoles privés et salaires: Les services","[SQ7H] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Dienstleistungen"
"[SQ7N] Private nonfarm wages and salaries: Transportation and warehousing","[SQ7N] traitements et salaires non agricoles privés: Transport et entreposage","[SQ7N] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Transport und Lagerung"
"[CA5N] Private nonfarm earnings: Air transportation","[CA5N] privées gains non agricoles: Transport aérien","[CA5N] Privat außerhalb der Landwirtschaft Ergebnis: Lufttransport"
"[CA6N] Private nonfarm compensation: Air transportation","[CA6N] Private rémunération non agricole: Transport aérien","[CA6N] Privat außerhalb der Landwirtschaft Entschädigung: Lufttransport"
"[SA25N] Private nonfarm employment: Air transportation","[SA25N] L'emploi non agricole privé: Transport aérien","[SA25N] Privat außerhalb der Landwirtschaft Beschäftigung: Lufttransport"
"[SA27N] Private nonfarm wage and salary employment: Air transportation","[SA27N] emploi salarié non agricole privé: Transport aérien","[SA27N] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Lufttransport"
"[SA5N] Private nonfarm earnings: Air transportation","[SA5N] privées gains non agricoles: Transport aérien","[SA5N] Privat außerhalb der Landwirtschaft Ergebnis: Lufttransport"
"[SA6N] Private nonfarm compensation: Air transportation","[SA6N] Private rémunération non agricole: Transport aérien","[SA6N] Privat außerhalb der Landwirtschaft Entschädigung: Lufttransport"
"[SA7N] Private nonfarmwages and salaries: Air transportation","[SA7N] nonfarmwages et salaires privés: Transport aérien","[SA7N] Privat nonfarmwages und Gehälter: Lufttransport"
"[CA5N] Private nonfarm earnings: Rail transportation","[CA5N] privées gains non agricoles: Transport ferroviaire","[CA5N] Privat außerhalb der Landwirtschaft Ergebnis: Der Schienenverkehr"
"[CA6N] Private nonfarm compensation: Rail transportation","[CA6N] Private rémunération non agricole: Transport ferroviaire","[CA6N] Privat außerhalb der Landwirtschaft Entschädigung: Schienentransport"
"[SA25N] Private nonfarm employment: Rail transportation","[SA25N] L'emploi non agricole privé: Transport ferroviaire","[SA25N] Privat außerhalb der Landwirtschaft Beschäftigung: Schienenverkehr"
"[SA27N] Private nonfarm wage and salary employment: Rail transportation","[SA27N] emploi salarié non agricole privé: Transport ferroviaire","[SA27N] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Schienentransport"
"[SA5N] Private nonfarm earnings: Rail transportation","[SA5N] privées gains non agricoles: Transport ferroviaire","[SA5N] Privat außerhalb der Landwirtschaft Ergebnis: Der Schienenverkehr"
"[SA6N] Private nonfarm compensation: Rail transportation","[SA6N] Private rémunération non agricole: Transport ferroviaire","[SA6N] Privat außerhalb der Landwirtschaft Entschädigung: Schienentransport"
"[SA7N] Private nonfarm wages and salaries: Rail transportation","[SA7N] traitements et salaires non agricoles privés: Transport ferroviaire","[SA7N] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Schienenverkehr"
"[CA5N] Private nonfarm earnings: Water transportation","[CA5N] privées gains non agricoles: le transport de l'eau","[CA5N] Privat außerhalb der Landwirtschaft Ergebnis: Wassertransport"
"[CA6N] Private nonfarm compensation: Water transportation","[CA6N] Private rémunération non agricole: Transport par eau","[CA6N] Privat außerhalb der Landwirtschaft Entschädigung: Wassertransport"
"[SA25N] Private nonfarm employment: Water transportation","[SA25N] l'emploi non agricole privé: le transport de l'eau","[SA25N] Privat außerhalb der Landwirtschaft Beschäftigung: Wassertransport"
"[SA27N] Private nonfarm wage and salary employment: Water transportation","[SA27N] salaire non agricole privé et le salaire de l'emploi: le transport de l'eau","[SA27N] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Wassertransport"
"[SA5N] Private nonfarm earnings: Water transportation","[SA5N] privées gains non agricoles: le transport de l'eau","[SA5N] Privat außerhalb der Landwirtschaft Ergebnis: Wassertransport"
"[SA6N] Private nonfarm compensation: Water transportation","[SA6N] Private rémunération non agricole: Transport par eau","[SA6N] Privat außerhalb der Landwirtschaft Entschädigung: Wassertransport"
"[SA7N] Private nonfarm wages and salaries: Water transportation","[SA7N] traitements et salaires non agricoles privés: le transport de l'eau","[SA7N] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Wassertransport"
"[CA5N] Private nonfarm earnings: Truck transportation","[CA5N] privées gains non agricoles: Transport par camion","[CA5N] Privat außerhalb der Landwirtschaft Ergebnis: LKW-Transport"
"[CA6N] Private nonfarm compensation: Truck transportation","[CA6N] Private rémunération non agricole: Transport Truck","[CA6N] Privat außerhalb der Landwirtschaft Entschädigung: LKW-Transport"
"[SA25N] Private nonfarm employment: Truck transportation","[SA25N] L'emploi non agricole privé: le transport de camions","[SA25N] Privat außerhalb der Landwirtschaft Beschäftigung: LKW-Transport"
"[SA27N] Private nonfarm wage and salary employment: Truck transportation","[SA27N] emploi salarié non agricole privé: le transport de camions","[SA27N] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: LKW-Transport"
"[SA5N] Private nonfarm earnings: Truck transportation","[SA5N] privées gains non agricoles: Transport par camion","[SA5N] Privat außerhalb der Landwirtschaft Ergebnis: LKW-Transport"
"[SA6N] Private nonfarm compensation: Truck transportation","[SA6N] Private rémunération non agricole: Transport Truck","[SA6N] Privat außerhalb der Landwirtschaft Entschädigung: LKW-Transport"
"[SA7N] Private nonfarm wages and salaries: Truck transportation","[SA7N] traitements et salaires non agricoles privés: Transport par camion","[SA7N] Privat außerhalb der Landwirtschaft Löhne und Gehälter: LKW-Transport"
"[CA5] Private nonfarm earnings: Hotels and other lodging places","[CA5] gains non agricoles privés: hôtels et autres lieux d'hébergement","[CA5] Privat außerhalb der Landwirtschaft Ergebnis: Hotels und andere Übernachtungsplätze"
"[CA5N] Private nonfarm earnings: Transit and ground passenger transportation","[CA5N] des revenus non agricoles privés: Transit et transport terrestre de voyageurs","[CA5N] Privat außerhalb der Landwirtschaft Ergebnis: Transit und Boden Personenbeförderung"
"[CA6] Private nonfarm compensation: Hotels and other lodging places","[CA6] Private rémunération non agricole: hôtels et autres lieux d'hébergement","[CA6] Privat außerhalb der Landwirtschaft Entschädigung: Hotels und andere Übernachtungsplätze"
"[CA6N] Private nonfarm compensation: Transit and ground passenger transportation","[CA6N] Private rémunération non agricole: Transit et transport terrestre de voyageurs","[CA6N] Privat außerhalb der Landwirtschaft Entschädigung: Transit und Boden Personenbeförderung"
"[SA25] Private nonfarm employment: Hotels and other lodging places","[SA25] de l'emploi non agricole privé: hôtels et autres lieux d'hébergement","[SA25] Privat außerhalb der Landwirtschaft Beschäftigung: Hotels und andere Übernachtungsplätze"
"[SA25N] Private nonfarm employment: Transit and ground passenger transportation","[SA25N] l'emploi non agricole privé: Transit et transport terrestre de voyageurs","[SA25N] Privat außerhalb der Landwirtschaft Beschäftigung: Transit und Boden Personenbeförderung"
"[SA27] Private nonfarm wage and salary employment: Hotels and other lodging places","[SA27] non agricole emploi salarié privé: Hôtels et autres lieux d'hébergement","[SA27] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Hotels und andere Übernachtungsplätze"
"[SA27N] Private nonfarm wage and salary employment: Transit and ground passenger transportation","[SA27N] salaire non agricole privé et le salaire de l'emploi: Transit et transport terrestre de voyageurs","[SA27N] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Transit und Boden Personenbeförderung"
"[SA5] Private nonfarm earnings: Hotels and other lodging places","[SA5] gains non agricoles privés: hôtels et autres lieux d'hébergement","[SA5] Privat außerhalb der Landwirtschaft Ergebnis: Hotels und andere Übernachtungsplätze"
"[SA5N] Private nonfarm earnings: Transit and ground passenger transportation","[SA5N] des revenus non agricoles privés: Transit et transport terrestre de voyageurs","[SA5N] Privat außerhalb der Landwirtschaft Ergebnis: Transit und Boden Personenbeförderung"
"[SA6] Private nonfarm compensation: Hotels and other lodging places","[SA6] Private rémunération non agricole: hôtels et autres lieux d'hébergement","[SA6] Privat außerhalb der Landwirtschaft Entschädigung: Hotels und andere Übernachtungsplätze"
"[SA6N] Private nonfarm compensation: Transit and ground passenger transportation","[SA6N] Private rémunération non agricole: Transit et transport terrestre de voyageurs","[SA6N] Privat außerhalb der Landwirtschaft Entschädigung: Transit und Boden Personenbeförderung"
"[SA7] Private nonfarm wages and salaries: Hotels and other lodging places","[SA7] les salaires non agricoles privés et les salaires: les hôtels et autres lieux d'hébergement","[SA7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Hotels und andere Übernachtungsplätze"
"[SA7N] Private nonfarm wages and salaries: Transit and ground passenger transportation","[SA7N] traitements et salaires non agricoles privés: Transit et transport terrestre de voyageurs","[SA7N] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Transit und Boden Personenbeförderung"
"[CA5N] Private nonfarm earnings: Pipeline transportation","[CA5N] privées gains non agricoles: Le transport par pipeline","[CA5N] Privat außerhalb der Landwirtschaft Ergebnis: Rohrleitungstransport"
"[CA6N] Private nonfarm compensation: Pipeline transportation","[CA6N] Private rémunération non agricole: Transport par pipeline","[CA6N] Privat außerhalb der Landwirtschaft Entschädigung: Rohrleitungstransport"
"[SA25N] Private nonfarm employment: Pipeline transportation","[SA25N] l'emploi non agricole privé: Le transport par pipeline","[SA25N] Privat außerhalb der Landwirtschaft Beschäftigung: Rohrleitungstransport"
"[SA27N] Private nonfarm wage and salary employment: Pipeline transportation","[SA27N] salaire non agricole privé et le salaire de l'emploi: Le transport par pipeline","[SA27N] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Rohrleitungstransport"
"[SA5N] Private nonfarm earnings: Pipeline transportation","[SA5N] privées gains non agricoles: Le transport par pipeline","[SA5N] Privat außerhalb der Landwirtschaft Ergebnis: Rohrleitungstransport"
"[SA6N] Private nonfarm compensation: Pipeline transportation","[SA6N] Private rémunération non agricole: Transport par pipeline","[SA6N] Privat außerhalb der Landwirtschaft Entschädigung: Rohrleitungstransport"
"[SA7N] Private nonfarm wages and salaries: Pipeline transportation","[SA7N] traitements et salaires non agricoles privés: Le transport par pipeline","[SA7N] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Rohrleitungstransport"
"[CA5N] Private nonfarm earnings: Scenic and sightseeing transportation","[CA5N] privées gains non agricoles: transport de tourisme et","[CA5N] Privat außerhalb der Landwirtschaft Ergebnis: Ausflugs- und Besichtigungsbeförderung"
"[CA6N] Private nonfarm compensation: Scenic and sightseeing transportation","[CA6N] Private rémunération non agricole: transport de tourisme et","[CA6N] Privat außerhalb der Landwirtschaft Ausgleich: Ausflugs- und Besichtigungsbeförderung"
"[SA25N] Private nonfarm employment: Scenic and sightseeing transportation","[SA25N] l'emploi non agricole privé: transport de tourisme et","[SA25N] Privat außerhalb der Landwirtschaft Beschäftigung: Ausflugs- und Besichtigungsbeförderung"
"[SA27N] Private nonfarm wage and salary employment: Scenic and sightseeing transportation","[SA27N] salaire non agricole privé et de l'emploi de salaire: transport de tourisme et","[SA27N] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Ausflugs- und Besichtigungsbeförderung"
"[SA5N] Private nonfarm earnings: Scenic and sightseeing transportation","[SA5N] privées gains non agricoles: transport de tourisme et","[SA5N] Privat außerhalb der Landwirtschaft Ergebnis: Ausflugs- und Besichtigungsbeförderung"
"[SA6N] Private nonfarm compensation: Scenic and sightseeing transportation","[SA6N] Private rémunération non agricole: transport de tourisme et","[SA6N] Privat außerhalb der Landwirtschaft Ausgleich: Ausflugs- und Besichtigungsbeförderung"
"[SA7N] Private nonfarm wages and salaries: Scenic and sightseeing transportation","[SA7N] les salaires non agricoles privés et salaires: transport de tourisme et","[SA7N] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Ausflugs- und Besichtigungsbeförderung"
"[CA5N] Private nonfarm earnings: Support activities for transportation","[CA5N] gains non agricoles privées: activités de soutien au transport","[CA5N] Privat außerhalb der Landwirtschaft Ergebnis: Erbringung von Dienstleistungen für den Transport"
"[CA6N] Private nonfarm compensation: Support activities for transportation","[CA6N] non agricoles privés compensation: activités de soutien au transport","[CA6N] Privat außerhalb der Landwirtschaft Vergütung: Erbringung von Dienstleistungen für den Transport"
"[SA25N] Private nonfarm employment: Support activities for transportation","[SA25N] non agricoles privés d'emploi: activités de soutien au transport","[SA25N] Privat außerhalb der Landwirtschaft Beschäftigung: Erbringung von Dienstleistungen für den Transport"
"[SA27N] Private nonfarm wage and salary employment: Support activities for transportation","[SA27N] salaire non agricole privé et les salaires de l'emploi: les activités de soutien au transport","[SA27N] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Erbringung von Dienstleistungen für den Transport"
"[SA5N] Private nonfarm earnings: Support activities for transportation","[SA5N] gains non agricoles privées: activités de soutien au transport","[SA5N] Privat außerhalb der Landwirtschaft Ergebnis: Erbringung von Dienstleistungen für den Transport"
"[SA6N] Private nonfarm compensation: Support activities for transportation","[SA6N] non agricoles privés compensation: activités de soutien au transport","[SA6N] Privat außerhalb der Landwirtschaft Vergütung: Erbringung von Dienstleistungen für den Transport"
"[SA7N] Private nonfarm wages and salaries: Support activities for transportation","[SA7N] salaires et traitements non agricoles Privé: activités de soutien au transport","[SA7N] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Erbringung von Dienstleistungen für den Transport"
"[CA5N] Private nonfarm earnings: Couriers and messengers","[CA5N] non agricoles privés bénéfices: messageries et","[CA5N] Privat außerhalb der Landwirtschaft Ergebnis: Kuriere und Boten"
"[CA6N] Private nonfarm compensation: Couriers and messengers","[CA6N] Private rémunération non agricole: messageries et","[CA6N] Privat außerhalb der Landwirtschaft Entschädigung: Kuriere und Boten"
"[SA25N] Private nonfarm employment: Couriers and messengers","[SA25N] emploi non agricole privé: messageries et","[SA25N] Privat außerhalb der Landwirtschaft Beschäftigung: Kuriere und Boten"
"[SA27N] Private nonfarm wage and salary employment: Couriers and messengers","[SA27N] non agricole privée emploi salarié: messageries et","[SA27N] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Kuriere und Boten"
"[SA5N] Private nonfarm earnings: Couriers and messengers","[SA5N] non agricoles privés bénéfices: messageries et","[SA5N] Privat außerhalb der Landwirtschaft Ergebnis: Kuriere und Boten"
"[SA6N] Private nonfarm compensation: Couriers and messengers","[SA6N] Private rémunération non agricole: messageries et","[SA6N] Privat außerhalb der Landwirtschaft Entschädigung: Kuriere und Boten"
"[SA7N] Private nonfarm wages and salaries: Couriers and messengers","[SA7N] les salaires non agricoles privés et traitements: messageries et","[SA7N] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Kuriere und Boten"
"[CA5] Farm earnings","[CA5] des revenus agricoles","[CA5] Farm Ergebnis"
"[CA5N] Farm earnings","[CA5N] des revenus agricoles","[CA5N] Farm Ergebnis"
"[CA6] Farm compensation","[CA6] compensation agricole","[CA6] Farm Entschädigung"
"[CA6N] Farm compensation","[CA6N] compensation agricole","[CA6N] Farm Entschädigung"
"[SA5] Farm earnings","[SA5] des revenus agricoles","[SA5] Farm Ergebnis"
"[SA50] Federal government Income taxes (gross)","[SA50] impôts fédéraux sur le revenu du gouvernement (brut)","[SA50] Bundesregierung Ertragsteuern (brutto)"
"[SA5H] Farm earnings","[SA5H] des revenus agricoles","[SA5H] Farm Ergebnis"
"[SA5N] Farm earnings","[SA5N] des revenus agricoles","[SA5N] Farm Ergebnis"
"[SA6] Farm compensation","[SA6] compensation agricole","[SA6] Farm Entschädigung"
"[SA6N] Farm compensation","[SA6N] compensation agricole","[SA6N] Farm Entschädigung"
"[SA7] Farm wages and salaries","[SA7] salaires et traitements agricoles","[SA7] Farm Löhne und Gehälter"
"[SA7H] Farm wages and salaries","[SA7H] salaires et traitements agricoles","[SA7H] Farm Löhne und Gehälter"
"[SA7N] Farm wages and salaries","[SA7N] salaires et traitements agricoles","[SA7N] Farm Löhne und Gehälter"
"[SQ5] Farm earnings","[SQ5] des revenus agricoles","[SQ5] Farm Ergebnis"
"[SQ5H] Farm earnings","[SQ5H] des revenus agricoles","[SQ5H] Farm Ergebnis"
"[SQ5N] Farm earnings","[SQ5N] des revenus agricoles","[SQ5N] Farm Ergebnis"
"[SQ6] Farm compensation","[SQ6] compensation agricole","[SQ6] Farm Entschädigung"
"[SQ6N] Farm compensation","[SQ6N] compensation agricole","[SQ6N] Farm Entschädigung"
"[SQ7] Farm wages and salaries","[SQ7] salaires et traitements agricoles","[SQ7] Farm Löhne und Gehälter"
"[SQ7H] Farm wages and salaries","[SQ7H] salaires et traitements agricoles","[SQ7H] Farm Löhne und Gehälter"
"[SQ7N] Farm wages and salaries","[SQ7N] salaires et traitements agricoles","[SQ7N] Farm Löhne und Gehälter"
"[CA5] Private nonfarm earnings: Personal services","[CA5] privées bénéfice non agricoles: services personnels","[CA5] Privat außerhalb der Landwirtschaft Ergebnis: Persönliche Dienste"
"[CA6] Private nonfarm compensation: Personal services","[CA6] Private rémunération non agricole: services personnels","[CA6] Privat außerhalb der Landwirtschaft Entschädigung: Persönliche Dienste"
"[SA25] Private nonfarm employment: Personal services","[SA25] de l'emploi non agricole privé: services personnels","[SA25] Privat außerhalb der Landwirtschaft Beschäftigung: Persönliche Dienste"
"[SA27] Private nonfarm wage and salary employment: Personal services","[SA27] salaire non agricole privé et de l'emploi de salaire: services personnels","[SA27] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Persönliche Dienste"
"[SA5] Private nonfarm earnings: Personal services","[SA5] privées bénéfice non agricoles: services personnels","[SA5] Privat außerhalb der Landwirtschaft Ergebnis: Persönliche Dienste"
"[SA6] Private nonfarm compensation: Personal services","[SA6] Private rémunération non agricole: services personnels","[SA6] Privat außerhalb der Landwirtschaft Entschädigung: Persönliche Dienste"
"[SA7] Private nonfarm wages and salaries: Personal services","[SA7] les salaires non agricoles privés et traitements: Services personnels","[SA7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Persönliche Dienste"
"[CA5N] Private nonfarm earnings: Warehousing and storage","[CA5N] Le bénéfice non agricoles privées: Entreposage et stockage","[CA5N] Privat außerhalb der Landwirtschaft Ergebnis: Lagerei"
"[CA6N] Private nonfarm compensation: Warehousing and storage","[CA6N] Private rémunération non agricole: Entreposage et stockage","[CA6N] Privat außerhalb der Landwirtschaft Kompensation: Lagerei"
"[SA25N] Private nonfarm employment: Warehousing and storage","[SA25N] l'emploi non agricole privé: Entreposage et stockage","[SA25N] Privat außerhalb der Landwirtschaft Beschäftigung: Lagerei"
"[SA27N] Private nonfarm wage and salary employment: Warehousing and storage","[SA27N] salaire non agricole privé et de l'emploi de salaire: Entreposage et stockage","[SA27N] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Lagerei"
"[SA5N] Private nonfarm earnings: Warehousing and storage","[SA5N] Le bénéfice non agricoles privées: Entreposage et stockage","[SA5N] Privat außerhalb der Landwirtschaft Ergebnis: Lagerei"
"[SA6N] Private nonfarm compensation: Warehousing and storage","[SA6N] Private rémunération non agricole: Entreposage et stockage","[SA6N] Privat außerhalb der Landwirtschaft Kompensation: Lagerei"
"[SA7N] Private nonfarm wages and salaries: Warehousing and storage","[SA7N] traitements et salaires non agricoles privés: Entreposage et stockage","[SA7N] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Lagerei"
"[CA5] Private nonfarm earnings: Private households","[CA5] privées gains non agricoles: les ménages privés","[CA5] Privat außerhalb der Landwirtschaft Ergebnis: Private Haushalte"
"[CA6] Private nonfarm compensation: Private households","[CA6] Private rémunération non agricole: Ménages privés","[CA6] Privat außerhalb der Landwirtschaft Entschädigung: Private Haushalte"
"[SA25] Private nonfarm employment: Private households","[SA25] de l'emploi non agricole privé: Ménages privés","[SA25] Privat außerhalb der Landwirtschaft Beschäftigung: Private Haushalte"
"[SA27] Private nonfarm wage and salary employment: Private households","[SA27] salaire non agricole privé et de l'emploi de salaire: Ménages privés","[SA27] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Private Haushalte"
"[SA5] Private nonfarm earnings: Private households","[SA5] privées gains non agricoles: les ménages privés","[SA5] Privat außerhalb der Landwirtschaft Ergebnis: Private Haushalte"
"[SA6] Private nonfarm compensation: Private households","[SA6] Private rémunération non agricole: Ménages privés","[SA6] Privat außerhalb der Landwirtschaft Entschädigung: Private Haushalte"
"[SA7] Private nonfarm wages and salaries: Private households","[SA7] les salaires non agricoles privées et les salaires: les ménages privés","[SA7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Private Haushalte"
"[CA5] Nonfarm earnings","[CA5] des revenus de Nonfarm","[CA5] Nichtfarmlohn- Ergebnis"
"[CA5N] Nonfarm earnings","[CA5N] des revenus de Nonfarm","[CA5N] Nichtfarmlohn- Ergebnis"
"[CA6] Nonfarm compensation","[CA6] rémunération non agricole","[CA6] Nichtfarmlohn- Entschädigung"
"[CA6N] Nonfarm compensation","[CA6N] rémunération non agricole","[CA6N] Nichtfarmlohn- Entschädigung"
"[SA5] Nonfarm earnings","[SA5] des revenus de Nonfarm","[SA5] Nichtfarmlohn- Ergebnis"
"[SA50] Refunds","[SA50] Remboursements","[SA50] Die Erstattung"
"[SA5H] Nonfarm earnings","[SA5H] des revenus de Nonfarm","[SA5H] Nichtfarmlohn- Ergebnis"
"[SA5N] Nonfarm earnings","[SA5N] des revenus de Nonfarm","[SA5N] Nichtfarmlohn- Ergebnis"
"[SA6] Nonfarm compensation","[SA6] rémunération non agricole","[SA6] Nichtfarmlohn- Entschädigung"
"[SA6N] Nonfarm compensation","[SA6N] rémunération non agricole","[SA6N] Nichtfarmlohn- Entschädigung"
"[SA7] Nonfarm wages and salaries","[SA7] salaires et traitements Nonfarm","[SA7] Nichtfarmlohn- Löhne und Gehälter"
"[SA7H] Nonfarm wages and salaries","[SA7H] salaires et traitements Nonfarm","[SA7H] Nichtfarmlohn- Löhne und Gehälter"
"[SA7N] Nonfarm wages and salaries","[SA7N] salaires et traitements Nonfarm","[SA7N] Nichtfarmlohn- Löhne und Gehälter"
"[SQ5] Nonfarm earnings","[SQ5] Nonfarm bénéfice","[SQ5] Nichtfarmlohn- Ergebnis"
"[SQ5H] Nonfarm earnings","[SQ5H] des revenus de Nonfarm","[SQ5H] Nichtfarmlohn- Ergebnis"
"[SQ5N] Nonfarm earnings","[SQ5N] des revenus de Nonfarm","[SQ5N] Nichtfarmlohn- Ergebnis"
"[SQ6] Nonfarm compensation","[SQ6] rémunération non agricole","[SQ6] Nichtfarmlohn- Entschädigung"
"[SQ6N] Nonfarm compensation","[SQ6N] rémunération non agricole","[SQ6N] Nichtfarmlohn- Entschädigung"
"[SQ7] Nonfarm wages and salaries","[SQ7] salaires et traitements Nonfarm","[SQ7] Nichtfarmlohn- Löhne und Gehälter"
"[SQ7H] Nonfarm wages and salaries","[SQ7H] salaires et traitements Nonfarm","[SQ7H] Nichtfarmlohn- Löhne und Gehälter"
"[SQ7N] Nonfarm wages and salaries","[SQ7N] salaires et traitements Nonfarm","[SQ7N] Nichtfarmlohn- Löhne und Gehälter"
"[CA5] Private nonfarm earnings: Business services","[CA5] privées bénéfice non agricoles: Services aux entreprises","[CA5] Privat außerhalb der Landwirtschaft Ergebnis: Geschäftsdienstleistungen"
"[CA6] Private nonfarm compensation: Business services","[CA6] rémunération non agricole privée: Services aux entreprises","[CA6] Privat außerhalb der Landwirtschaft Vergütung: Geschäftsdienstleistungen"
"[SA25] Private nonfarm employment: Business services","[SA25] l'emploi non agricole privé: Services aux entreprises","[SA25] Privat außerhalb der Landwirtschaft Beschäftigung: Geschäftsdienstleistungen"
"[SA27] Private nonfarm wage and salary employment: Business services","[SA27] salaire non agricole privé et de l'emploi de salaire: Services aux entreprises","[SA27] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Geschäftsdienstleistungen"
"[SA5] Private nonfarm earnings: Business services","[SA5] privées bénéfice non agricoles: Services aux entreprises","[SA5] Privat außerhalb der Landwirtschaft Ergebnis: Geschäftsdienstleistungen"
"[SA6] Private nonfarm compensation: Business services","[SA6] rémunération non agricole privée: Services aux entreprises","[SA6] Privat außerhalb der Landwirtschaft Vergütung: Geschäftsdienstleistungen"
